thread_id,iteration,period_ns,scheduled_ns,actual_ns,jitter_ns,work_ns,deadline_missed
1,97,10000000,2387064561714,2387064661500,99786,1000211,0
1,98,10000000,2387074561714,2387079370748,4809034,1001003,0
1,99,10000000,2387084561714,2387092227865,7666151,1001252,0
1,100,10000000,2387094561714,2387102287559,7725845,1000669,0
1,101,10000000,2387104561714,2387104650106,88392,1000253,0
1,102,10000000,2387114561714,2387116169220,1607506,1000919,0
1,103,10000000,2387124561714,2387124697701,135987,1001086,0
1,104,10000000,2387134561714,2387140307910,5746196,1000878,0
1,105,10000000,2387144561714,2387144693213,131499,1000877,0
1,106,10000000,2387154561714,2387162287968,7726254,1000628,0
1,107,10000000,2387164561714,2387164662224,100510,1000211,0
1,108,10000000,2387174561714,2387174746668,184954,1445087,0
1,109,10000000,2387184561714,2387184937487,375773,1030919,0
1,110,10000000,2387194561714,2387194706513,144799,1541796,0
1,111,10000000,2387204561714,2387204783206,221492,1048086,0
1,112,10000000,2387214561714,2387214994233,432519,1001253,0
1,113,10000000,2387224561714,2387224779509,217795,1832213,0
1,114,10000000,2387234561714,2387240268300,5706586,1001294,0
1,115,10000000,2387244561714,2387244652937,91223,1000419,0
1,116,10000000,2387254561714,2387256104176,1542462,1000878,0
1,117,10000000,2387264561714,2387264700949,139235,1001128,0
1,118,10000000,2387274561714,2387280299032,5737318,1000919,0
1,119,10000000,2387284561714,2387288240595,3678881,1001169,0
1,120,10000000,2387294561714,2387303413177,8851463,1000544,0
1,121,10000000,2387304561714,2387304660472,98758,1000461,0
1,122,10000000,2387314561714,2387320275638,5713924,1001044,0
1,123,10000000,2387324561714,2387328319701,3757987,1001086,0
1,124,10000000,2387334561714,2387337428475,2866761,1000128,0
1,125,10000000,2387344561714,2387352178390,7616676,1001294,0
1,126,10000000,2387354561714,2387360163036,5601322,1000711,0
1,127,10000000,2387364561714,2387364650256,88542,1000253,0
1,128,10000000,2387374561714,2387376058287,1496573,1001128,0
1,129,10000000,2387384561714,2387384690643,128929,1001128,0
1,130,10000000,2387394561714,2387400535685,5973971,1000670,0
1,131,10000000,2387404561714,2387404647154,85440,7529811,0
1,132,10000000,2387414561714,2387416053310,1491596,1000211,0
1,133,10000000,2387424561714,2387428150217,3588503,1000961,0
1,134,10000000,2387434561714,2387440305916,5744202,1000628,0
1,135,10000000,2387444561714,2387445463721,902007,1000794,0
1,136,10000000,2387454561714,2387460299052,5737338,1000919,0
1,137,10000000,2387464561714,2387468263448,3701734,1000961,0
1,138,10000000,2387474561714,2387476119261,1557547,1000627,0
1,139,10000000,2387484561714,2387488228626,3666912,1000628,0
1,140,10000000,2387494561714,2387508283555,13721841,1001169,1
2,1,20000000,2386113893879,2386114353892,460013,6927935,0
2,2,20000000,2386133893879,2386134160986,267107,7186852,0
2,3,20000000,2386153893879,2386159735054,5841175,2000672,0
2,4,20000000,2386173893879,2386177012100,3118221,2001172,0
2,5,20000000,2386193893879,2386194585896,692017,12000615,0
2,6,20000000,2386213893879,2386216195245,2301366,2001089,0
2,7,20000000,2386233893879,2386234013876,119997,7178060,0
2,8,20000000,2386253893879,2386256130976,2237097,2001256,0
2,9,20000000,2386273893879,2386276199155,2305276,2000255,0
2,10,20000000,2386293893879,2386294375786,481907,9808443,0
2,11,20000000,2386313893879,2386320186271,6292392,2000297,0
2,12,20000000,2386333893879,2386336140564,2246685,2001255,0
2,13,20000000,2386353893879,2386354277362,383483,7009476,0
2,14,20000000,2386373893879,2386374038373,144494,6273683,0
2,15,20000000,2386393893879,2386396809141,2915262,2001464,0
2,16,20000000,2386413893879,2386414737814,843935,2059005,0
2,17,20000000,2386433893879,2386434031407,137528,7253478,0
2,18,20000000,2386453893879,2386454084752,190873,7170770,0
2,19,20000000,2386473893879,2386476193519,2299640,2001214,0
2,20,20000000,2386493893879,2386495686446,1792567,3503218,0
2,21,20000000,2386513893879,2386514002661,108782,5171972,0
2,22,20000000,2386533893879,2386536104886,2211007,2000547,0
2,23,20000000,2386553893879,2386554071476,177597,4975680,0
2,24,20000000,2386573893879,2386574008487,114608,7397853,0
2,25,20000000,2386593893879,2386604348943,10455064,2000047,0
2,26,20000000,2386613893879,2386614040760,146881,8705981,0
2,27,20000000,2386633893879,2386636218777,2324898,2000297,0
2,28,20000000,2386653893879,2386654031075,137196,7313769,0
2,29,20000000,2386673893879,2386674086962,193083,7264269,0
2,30,20000000,2386693893879,2386703992874,10098995,2000047,0
2,31,20000000,2386713893879,2386717253826,3359947,2000047,0
2,32,20000000,2386733893879,2386734021329,127450,7320395,0
2,33,20000000,2386753893879,2386756231347,2337468,2000380,0
2,34,20000000,2386773893879,2386776284650,2390771,2000464,0
2,35,20000000,2386793893879,2386804305933,10412054,8081813,0
2,36,20000000,2386813893879,2386814004375,110496,6197266,0
2,37,20000000,2386833893879,2386837384771,3490892,2000297,0
2,38,20000000,2386853893879,2386854027440,133561,7307186,0
2,39,20000000,2386873893879,2386874014993,121114,7213727,0
2,40,20000000,2386893893879,2386900203438,6309559,2000297,0
2,41,20000000,2386913893879,2386914052391,158512,5199347,0
2,42,20000000,2386933893879,2386934021611,127732,7197811,0
2,43,20000000,2386953893879,2386956214337,2320458,2000589,0
2,44,20000000,2386973893879,2386974027009,133130,7253395,0
2,45,20000000,2386993893879,2387004221339,10327460,2000172,0
2,46,20000000,2387013893879,2387014076699,182820,7155185,0
2,47,20000000,2387033893879,2387034117044,223165,3000758,0
2,48,20000000,2387053893879,2387054024222,130343,7256394,0
2,49,20000000,2387073893879,2387074029317,135438,6385392,0
2,50,20000000,2387093893879,2387100232053,6338174,2000630,0
2,51,20000000,2387113893879,2387114019881,126002,3179384,0
2,52,20000000,2387133893879,2387134025185,131306,7320144,0
2,53,20000000,2387153893879,2387160227088,6333209,2001339,0
2,54,20000000,2387173893879,2387174255750,361871,2128172,0
2,55,20000000,2387193893879,2387194034261,140382,2220297,0
2,56,20000000,2387213893879,2387214382398,488519,6168392,0
2,57,20000000,2387233893879,2387234026325,132446,7289062,0
2,58,20000000,2387253893879,2387254085129,191250,3053174,0
2,59,20000000,2387273893879,2387274025932,132053,7319353,0
2,60,20000000,2387293893879,2387298158079,4264200,6299558,0
2,61,20000000,2387313893879,2387314024705,130826,7289852,0
2,62,20000000,2387333893879,2387336193597,2299718,2269173,0
2,63,20000000,2387353893879,2387354012895,119016,7193311,0
2,64,20000000,2387373893879,2387374030573,136694,3061883,0
2,65,20000000,2387393893879,2387400183767,6289888,2000672,0
2,66,20000000,2387413893879,2387414018846,124967,3055050,0
2,67,20000000,2387433893879,2387434370733,476854,6978976,0
2,68,20000000,2387453893879,2387454020827,126948,7322477,0
2,69,20000000,2387473893879,2387474738299,844420,2414631,0
2,70,20000000,2387493893879,2387503708334,9814455,2000880,0
2,71,20000000,2387513893879,2387514022945,129066,6367934,0
3,1,100000000,2386193194585,2386194059353,864768,16949420,0
3,2,100000000,2386293194585,2386293321908,127323,12382991,0
3,3,100000000,2386393194585,2386396186848,2992263,10001402,0
3,4,100000000,2386493194585,2386493308981,114396,18808800,0
3,5,100000000,2386593194585,2386596121671,2927086,26570488,0
3,6,100000000,2386693194585,2386700161531,6966946,24088939,0
3,7,100000000,2386793194585,2386796282328,3087743,23989648,0
3,8,100000000,2386893194585,2386893721712,527127,10000484,0
3,9,100000000,2386993194585,2386996432485,3237900,24819608,0
3,10,100000000,2387093194585,2387093324451,129866,10000360,0
3,11,100000000,2387193194585,2387193546843,352258,11015113,0
3,12,100000000,2387293194585,2387294049610,855025,10433111,0
3,13,100000000,2387393194585,2387394739253,1544668,22347351,0
3,14,100000000,2387493194585,2387496207648,3013063,24122731,0
3,15,100000000,2387593194585,2387593308615,114030,10000110,0
