thread_id,iteration,period_ns,scheduled_ns,actual_ns,jitter_ns,work_ns,deadline_missed
1,56,10000000,1231261930901,1231262001785,70884,1000210,0
1,57,10000000,1231271930901,1231272174422,243521,1000209,0
1,58,10000000,1231281930901,1231282013308,82407,1000292,0
1,59,10000000,1231291930901,1231292078236,147335,1000543,0
1,60,10000000,1231301930901,1231302079914,149013,1000876,0
1,61,10000000,1231311930901,1231311958509,27608,1000251,0
1,62,10000000,1231321930901,1231322025645,94744,1001209,0
1,63,10000000,1231331930901,1231332158948,228047,1000959,0
1,64,10000000,1231341930901,1231342088001,157100,1001210,0
1,65,10000000,1231351930901,1231351966179,35278,1001376,0
1,66,10000000,1231361930901,1231362017190,86289,1000001,0
1,67,10000000,1231371930901,1231372046702,115801,1000626,0
1,68,10000000,1231381930901,1231382024213,93312,1001460,0
1,69,10000000,1231391930901,1231392171183,240282,1000001,0
1,70,10000000,1231401930901,1231402026986,96085,1000584,0
1,71,10000000,1231411930901,1231411957997,27096,1000168,0
1,72,10000000,1231421930901,1231422062633,131732,1000209,0
1,73,10000000,1231431930901,1231432213603,282702,1000085,0
1,74,10000000,1231441930901,1231442072614,141713,1000585,0
1,75,10000000,1231451930901,1231451969000,38099,1000543,0
1,76,10000000,1231461930901,1231462020554,89653,1000251,0
1,77,10000000,1231471930901,1231472052273,121372,1000376,0
1,78,10000000,1231481930901,1231482006743,75842,1000710,0
1,79,10000000,1231491930901,1231491964046,33145,1000626,0
1,80,10000000,1231501930901,1231502075016,144115,1000751,0
1,81,10000000,1231511930901,1231511957485,26584,1001251,0
1,82,10000000,1231521930901,1231522010580,79679,1000084,0
1,83,10000000,1231531930901,1231532172925,242024,1000252,0
1,84,10000000,1231541930901,1231542078394,147493,1000292,0
1,85,10000000,1231551930901,1231552081156,150255,1001460,0
1,86,10000000,1231561930901,1231562016792,85891,1000126,0
1,87,10000000,1231571930901,1231571964803,33902,1001002,0
1,88,10000000,1231581930901,1231582008857,77956,1001292,0
1,89,10000000,1231591930901,1231592122118,191217,1000293,0
1,90,10000000,1231601930901,1231602031629,100728,1001293,0
1,91,10000000,1231611930901,1231611961641,30740,1001001,0
1,92,10000000,1231621930901,1231622221902,291001,1000001,0
1,93,10000000,1231631930901,1231632183914,253013,1001293,0
1,94,10000000,1231641930901,1231642057508,126607,1001376,0
1,95,10000000,1231651930901,1231651969728,38827,1000001,0
1,96,10000000,1231661930901,1231662025031,94130,1000209,0
1,97,10000000,1231671930901,1231672225376,294475,1001460,0
1,98,10000000,1231681930901,1231682054512,123611,1000417,0
1,99,10000000,1231691930901,1231692206524,275623,1000418,0
1,100,10000000,1231701930901,1231702092077,161176,1000585,0
1,101,10000000,1231711930901,1231711959921,29020,1000668,0
1,102,10000000,1231721930901,1231722117725,186824,1000001,0
1,103,10000000,1231731930901,1231732087569,156668,1001459,0
1,104,10000000,1231741930901,1231742081331,150430,1001418,0
1,105,10000000,1231751930901,1231752204051,273150,1000251,0
1,106,10000000,1231761930901,1231762068270,137369,1000334,0
1,107,10000000,1231771930901,1231772192032,261131,1001460,0
1,108,10000000,1231781930901,1231782040918,110017,1001001,0
1,109,10000000,1231791930901,1231792143929,213028,1000001,0
1,110,10000000,1231801930901,1231802070316,139415,1001335,0
1,111,10000000,1231811930901,1231811960160,29259,1000709,0
1,112,10000000,1231821930901,1231822024214,93313,1000876,0
1,113,10000000,1231831930901,1231832112392,181491,1001251,0
1,114,10000000,1231841930901,1231842026445,95544,1000627,0
1,115,10000000,1231851930901,1231852096623,165722,1001293,0
1,116,10000000,1231861930901,1231862064759,133858,1000918,0
1,117,10000000,1231871930901,1231872087062,156161,1000960,0
1,118,10000000,1231881930901,1231881989157,58256,1000001,0
1,119,10000000,1231891930901,1231892225669,294768,1001459,0
1,120,10000000,1231901930901,1231901996138,65237,1001127,0
1,121,10000000,1231911930901,1231911956316,25415,1000043,0
1,122,10000000,1231921930901,1231922000453,69552,1001126,0
1,123,10000000,1231931930901,1231932161131,230230,1019751,0
1,124,10000000,1231941930901,1231942023684,92783,1001168,0
1,125,10000000,1231951930901,1231952183654,252753,1001292,0
1,126,10000000,1231961930901,1231962094040,163139,1001334,0
1,127,10000000,1231971930901,1231972167135,236234,1000043,0
1,128,10000000,1231981930901,1231982066979,136078,1001252,0
1,129,10000000,1231991930901,1231992121199,190298,1001459,0
1,130,10000000,1232001930901,1232002057211,126310,1000834,0
1,131,10000000,1232011930901,1232011958513,27612,1000543,0
1,132,10000000,1232021930901,1232022074817,143916,1000543,0
1,133,10000000,1232031930901,1232032223745,292844,1000460,0
1,134,10000000,1232041930901,1232042021548,90647,1000210,0
1,135,10000000,1232051930901,1232051964892,33991,1000502,0
1,136,10000000,1232061930901,1232062010612,79711,1000334,0
1,137,10000000,1232071930901,1232072090582,159681,1001168,0
1,138,10000000,1232081930901,1232082086677,155776,1000502,0
1,139,10000000,1232091930901,1232092217938,287037,1000917,0
1,140,10000000,1232101930901,1232102021783,90882,1000417,0
1,141,10000000,1232111930901,1232111957919,27018,1000293,0
1,142,10000000,1232121930901,1232122063014,132113,1000209,0
2,1,20000000,1230722588110,1230723067842,479732,2001169,0
2,2,20000000,1230742588110,1230743070906,482796,2034835,0
2,3,20000000,1230762588110,1230763076387,488277,2000669,0
2,4,20000000,1230782588110,1230783068160,480050,2000294,0
2,5,20000000,1230802588110,1230803107599,519489,2001002,0
2,6,20000000,1230822588110,1230823074163,486053,2001085,0
2,7,20000000,1230842588110,1230843122728,534618,2000919,0
2,8,20000000,1230862588110,1230863071459,483349,2000919,0
2,9,20000000,1230882588110,1230883072231,484121,2000294,0
2,10,20000000,1230902588110,1230903058879,470769,2000003,0
2,11,20000000,1230922588110,1230923113193,525083,2000710,0
2,12,20000000,1230942588110,1230943082341,494231,2000752,0
2,13,20000000,1230962588110,1230963126947,538837,2001210,0
2,14,20000000,1230982588110,1230983075094,486984,2001294,0
2,15,20000000,1231002588110,1231003072534,484424,2095419,0
2,16,20000000,1231022588110,1231023110765,522655,2001252,0
2,17,20000000,1231042588110,1231043079204,491094,2000169,0
2,18,20000000,1231062588110,1231063075893,487783,2001503,0
2,19,20000000,1231082588110,1231083058124,470014,2001335,0
2,20,20000000,1231102588110,1231103127647,539537,2001086,0
2,21,20000000,1231122588110,1231123082711,494601,2000085,0
2,22,20000000,1231142588110,1231143134401,546291,2000585,0
2,23,20000000,1231162588110,1231163128340,540230,2001335,0
2,24,20000000,1231182588110,1231183122529,534419,2000753,0
2,25,20000000,1231202588110,1231203134719,546609,2001502,0
2,26,20000000,1231222588110,1231223075700,487590,2000461,0
2,27,20000000,1231242588110,1231243102181,514071,2000835,0
2,28,20000000,1231262588110,1231263049537,461427,2076878,0
2,29,20000000,1231282588110,1231283060726,472616,2000210,0
2,30,20000000,1231302588110,1231303134749,546639,2000752,0
2,31,20000000,1231322588110,1231323077563,489453,2000418,0
2,32,20000000,1231342588110,1231343143377,555267,2000377,0
2,33,20000000,1231362588110,1231363068775,480665,2000710,0
2,34,20000000,1231382588110,1231383075381,487271,2001086,0
2,35,20000000,1231402588110,1231403076362,488252,2001002,0
2,36,20000000,1231422588110,1231423114926,526816,2001086,0
2,37,20000000,1231442588110,1231443120532,532422,2000753,0
2,38,20000000,1231462588110,1231463077346,489236,2000919,0
2,39,20000000,1231482588110,1231483050411,462301,2000128,0
2,40,20000000,1231502588110,1231503138475,550365,2000210,0
2,41,20000000,1231522588110,1231523060164,472054,2001294,0
2,42,20000000,1231542588110,1231543121979,533869,2000169,0
2,43,20000000,1231562588110,1231563063293,475183,2000544,0
2,44,20000000,1231582588110,1231583052399,464289,2000002,0
2,45,20000000,1231602588110,1231603084047,495937,2000711,0
2,46,20000000,1231622588110,1231623269237,681127,2000253,0
2,47,20000000,1231642588110,1231643108176,520066,2001044,0
2,48,20000000,1231662588110,1231663075407,487297,2001044,0
2,49,20000000,1231682588110,1231683099513,511403,2001461,0
2,50,20000000,1231702588110,1231703141286,553176,2000794,0
2,51,20000000,1231722588110,1231723161892,573782,2000252,0
2,52,20000000,1231742588110,1231743134915,546805,2000294,0
2,53,20000000,1231762588110,1231763114896,526786,2001169,0
2,54,20000000,1231782588110,1231783089753,501643,2001044,0
2,55,20000000,1231802588110,1231803115900,527790,2000502,0
2,56,20000000,1231822588110,1231823076506,488396,2000752,0
2,57,20000000,1231842588110,1231843079946,491836,2000003,0
2,58,20000000,1231862588110,1231863112010,523900,2000461,0
2,59,20000000,1231882588110,1231883028075,439965,2000211,0
2,60,20000000,1231902588110,1231903037514,449404,2000586,0
2,61,20000000,1231922588110,1231923042995,454885,2001002,0
2,62,20000000,1231942588110,1231943074310,486200,2000919,0
2,63,20000000,1231962588110,1231963150083,561973,2000418,0
2,64,20000000,1231982588110,1231983119397,531287,2001294,0
2,65,20000000,1232002588110,1232003102128,514018,2001169,0
2,66,20000000,1232022588110,1232023125651,537541,2000752,0
2,67,20000000,1232042588110,1232043070841,482731,2001294,0
2,68,20000000,1232062588110,1232063061738,473628,2000627,0
2,69,20000000,1232082588110,1232083141470,553360,2001044,0
2,70,20000000,1232102588110,1232103072284,484174,2000086,0
2,71,20000000,1232122588110,1232124193766,1605656,2000086,0
3,1,100000000,1230803213986,1230805145976,1931990,10000594,0
3,2,100000000,1230903213986,1230905084214,1870228,10000969,0
3,3,100000000,1231003213986,1231005206619,1992633,10000594,0
3,4,100000000,1231103213986,1231105156774,1942788,10000136,0
3,5,100000000,1231203213986,1231205164138,1950152,10000345,0
3,6,100000000,1231303213986,1231305164334,1950348,10000136,0
3,7,100000000,1231403213986,1231405105031,1891045,10001428,0
3,8,100000000,1231503213986,1231505167186,1953200,10000094,0
3,9,100000000,1231603213986,1231605113758,1899772,10000261,0
3,10,100000000,1231703213986,1231705171539,1957553,10000719,0
3,11,100000000,1231803213986,1231805144319,1930333,10001053,0
3,12,100000000,1231903213986,1231905065642,1851656,10000553,0
3,13,100000000,1232003213986,1232005131339,1917353,10001386,0
3,14,100000000,1232103213986,1232105098495,1884509,10001178,0
3,15,100000000,1232203213986,1232203305148,91162,10001137,0
